# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-04-25 23:10:37.091
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.422548,3.6069,-1.3788,1.8566,4.28
5.434188,-1.5720,-2.1920,-5.7778,6.38
5.445352,-2.0709,-2.7028,-6.7774,7.58
5.453853,0.2379,-2.0636,-1.5317,2.58
5.464337,0.5335,-1.0300,2.2708,2.55
5.473451,-1.2428,0.2571,1.4256,1.91
5.483694,-0.5494,0.5056,2.1245,2.25
5.495611,-1.2360,-1.6085,1.8611,2.75
5.504420,-3.4281,-1.5515,0.3120,3.78
5.513162,-2.8322,-0.3427,-0.8000,2.96
5.523746,-1.1852,-1.1595,0.5807,1.76
5.533566,0.1725,-3.2170,1.7922,3.69
5.546784,0.7976,-4.9325,1.4676,5.21
5.552723,1.0687,-7.7839,-0.1709,7.86
5.565867,1.8982,-11.0761,-3.9880,11.92
5.573050,1.9368,-11.4859,-4.3317,12.43
5.582470,2.4723,-10.0992,-3.9323,11.12
5.596412,1.7831,-6.8034,-2.5911,7.50
5.602814,1.4582,-1.6141,-0.1190,2.18
5.614792,4.3504,-2.0426,-1.0058,4.91
5.623787,3.6601,0.0079,1.5683,3.98
5.633924,2.1813,2.4188,1.4179,3.55
5.646951,5.9697,0.3068,-0.8878,6.04
5.653529,6.8784,-1.2070,1.2853,7.10
5.664331,1.7712,-1.2932,-0.5387,2.26
5.673958,-6.3355,3.4795,-3.5773,8.06
5.683164,-13.9771,8.3219,5.3591,17.13
5.697313,-14.9981,9.9752,2.7388,18.22
5.703951,-7.9284,12.1487,-0.8336,14.53
5.715166,1.7398,11.9152,-1.3632,12.12
5.723374,10.2202,8.1182,0.4628,13.06
5.733990,7.3465,6.6555,-0.7818,9.94
5.747643,2.8897,-2.1908,-1.8312,4.06
5.753598,2.3222,-6.9619,2.3411,7.70
5.765645,-1.4747,-5.9642,0.2603,6.15
5.773390,7.7491,-13.4500,1.4575,15.59
5.782943,-0.0475,-7.4578,1.1804,7.55
5.797378,0.4009,-4.3379,0.9397,4.46
5.802382,-3.1244,4.0346,-3.9269,6.44
5.813065,-6.2610,14.1674,-2.1419,15.64
5.822788,-7.1988,13.5166,2.7716,15.56
5.834203,-5.3500,3.9806,1.2211,6.78
5.848117,-1.5374,0.4251,-1.6194,2.27
5.852965,0.1164,0.7513,-1.6922,1.86
5.864723,-0.1883,0.0100,-0.0859,0.21
5.873092,0.1250,0.1981,1.3594,1.38
5.883615,0.3699,0.4700,2.0024,2.09
5.898342,0.2093,0.4805,2.0168,2.08
5.903264,1.2297,0.9887,0.7950,1.77
5.914546,2.2410,1.4460,-0.2201,2.68
5.923039,1.8723,1.2251,-0.9951,2.45
5.934603,2.2246,1.2342,-1.1954,2.81
5.947870,3.4475,1.3645,-0.7352,3.78
5.953370,2.7612,0.8457,-0.7083,2.97
5.965160,1.9150,0.5058,-1.3872,2.42
5.973522,2.0362,0.8934,-1.1485,2.50
5.983413,1.7674,1.4125,-0.7855,2.39
5.996969,1.7385,1.5920,-0.7250,2.47
6.002708,1.7278,1.4472,-0.7877,2.39
6.016130,1.3570,1.2814,-0.9472,2.09
6.022763,-0.8385,0.1467,-0.7257,1.12
6.033410,-0.7173,-1.5180,-0.5947,1.78
6.048196,-0.5339,-2.7286,0.0118,2.78
6.053315,-0.4451,-3.2979,0.4413,3.36
6.064910,0.5815,-2.7685,-0.0786,2.83
6.072999,0.8777,-1.6744,-0.2079,1.90
6.084414,0.4391,-1.8729,-2.0355,2.80
6.092727,-0.8751,-0.7313,-5.5440,5.66
6.102811,2.4036,0.3932,4.1745,4.83
6.115729,0.9461,0.9183,4.0815,4.29
6.123200,0.3564,0.8591,-0.0612,0.93
6.133481,0.3230,0.6631,-0.7487,1.05
6.142821,0.3874,0.1485,-0.1358,0.44
6.153708,0.3063,-0.3112,-0.0920,0.45
6.165308,0.4805,-0.4742,-0.2288,0.71
6.172875,0.8063,-0.3883,-0.2729,0.94
6.183876,0.4531,-0.4724,-0.1671,0.68
6.193249,0.4610,-0.4587,-0.1911,0.68
6.203632,0.3488,-0.2821,-0.1477,0.47
6.215974,0.5870,0.0167,-0.0219,0.59
6.225682,0.7086,0.5072,0.2059,0.90
6.234986,0.5975,0.4901,0.1583,0.79
6.243452,0.5578,0.3342,-0.0451,0.65
6.253662,0.5069,0.1618,-0.2813,0.60
6.264585,0.3281,0.0782,-0.4819,0.59
6.273831,0.1940,0.1144,-0.6652,0.70
6.283121,0.1360,0.0956,-0.6326,0.65
6.293817,-0.0129,0.0386,-0.5718,0.57
6.302532,-0.0248,-0.1118,-0.4451,0.46
6.315451,-0.2875,0.1542,-0.1712,0.37
6.322430,-0.4237,0.0921,-0.0542,0.44
6.332945,-0.4848,0.1735,-0.0362,0.52
6.343136,-0.4945,0.0657,-0.2195,0.55
6.353603,-0.5164,-0.0636,-0.2402,0.57
6.365006,-0.6531,-0.1785,-0.0898,0.68
6.373771,-0.4244,-0.2313,-0.1088,0.50
6.383517,-1.0845,-0.3035,-0.0800,1.13
6.393012,-1.2636,0.2032,-1.1937,1.75
6.403271,-1.1798,0.2856,-0.5046,1.31
6.415307,-1.4714,0.3218,-0.4617,1.58
6.422657,-1.6239,0.4480,-0.6860,1.82
6.433759,-1.6713,0.5500,-0.6996,1.89
6.442951,-1.5218,0.5947,-0.5455,1.72
6.452913,-1.4180,0.6352,-0.3259,1.59
6.466288,-1.2584,0.5757,-0.1439,1.39
6.473172,-1.0540,0.5026,0.0144,1.17
6.484191,-0.7835,0.3750,0.1491,0.88
6.493444,-0.6817,0.2432,0.1809,0.75
6.503587,-0.4386,0.2460,0.2756,0.57
6.516814,-0.2509,0.1652,0.3117,0.43
6.522979,-0.1090,-0.0133,0.4903,0.50
6.534420,0.1123,-0.0767,0.5930,0.61
6.542919,0.2428,-0.1519,0.6174,0.68
6.553374,0.4429,-0.1298,0.6952,0.83
6.566079,0.4287,-0.1292,0.7384,0.86
6.573548,0.4094,-0.1070,0.7186,0.83
6.583647,0.4649,0.0301,0.7084,0.85
6.593815,0.4589,0.0954,0.6797,0.83
6.602744,0.4464,0.1558,0.7023,0.85
6.616057,0.4370,0.0751,0.6890,0.82
6.623842,0.4203,0.0902,0.7280,0.85
6.634569,0.3126,0.0191,0.7379,0.80
6.643505,0.2577,0.0128,0.8269,0.87
6.653644,0.2221,0.0234,0.8728,0.90
6.667182,0.0673,-0.0140,0.8922,0.89
6.674375,0.0334,-0.0130,0.9013,0.90
6.683762,-0.0690,-0.0505,0.8569,0.86
6.694340,-0.0479,-0.0281,0.7993,0.80
6.702678,-0.0024,0.0398,0.6784,0.68
6.716689,-0.1006,-0.1149,0.6700,0.69
6.723078,-0.1033,-0.2048,0.8128,0.84
6.734465,-0.0664,-0.2346,0.7430,0.78
6.743390,0.1213,-0.0223,0.7585,0.77
6.753591,0.2963,0.0391,0.7951,0.85
6.767427,0.3609,0.0381,0.6554,0.75
6.772714,0.1956,0.0323,0.8087,0.83
6.784075,0.1238,0.0956,0.9326,0.95
6.794804,0.0245,0.2235,1.0359,1.06
6.803615,-0.0545,0.4565,1.0530,1.15
6.818704,0.1378,0.7921,1.0730,1.34
6.823670,0.3050,1.1013,1.0124,1.53
6.834211,0.7062,1.2813,0.8653,1.70
6.843653,1.0497,1.4038,0.7203,1.90
6.853578,1.4450,1.3659,0.5190,2.05
6.868078,1.6655,1.1127,0.4133,2.05
6.873019,1.9466,0.7829,0.2179,2.11
6.884793,2.1403,0.3960,0.1266,2.18
6.893997,2.1687,0.0263,0.1180,2.17
6.903209,2.1987,-0.2280,-0.0608,2.21
6.917407,2.1587,-0.5463,-0.1626,2.23
6.923184,2.0624,-0.6868,-0.2297,2.19
6.935226,1.9080,-0.7810,-0.2135,2.07
6.943979,1.7825,-0.8721,-0.1974,1.99
6.954030,1.5960,-0.8668,-0.4402,1.87
6.967657,1.4195,-0.7220,-0.6336,1.71
6.973576,1.1662,-0.4861,-0.7095,1.45
6.985217,1.1385,-0.4800,-0.6791,1.41
6.994614,0.6845,0.1126,-0.7826,1.05
7.003009,0.4485,0.1473,-0.7229,0.86
7.019224,0.3368,0.0670,-0.7061,0.79
7.022587,0.2250,0.0465,-0.6691,0.71
7.034679,0.3118,0.1410,-0.4992,0.61
7.042786,0.3088,0.1348,-0.4069,0.53
7.054698,0.5356,0.2314,-0.3453,0.68
7.069070,0.6816,0.3134,-0.5034,0.90
7.072557,0.8816,0.5268,-0.5654,1.17
7.086204,1.0886,0.7517,-0.8904,1.59
7.093349,1.2123,0.9737,-1.1685,1.95
7.104021,1.2092,0.9776,-1.1423,1.93
7.113948,0.9941,1.1061,-1.7833,2.32
7.123427,0.6692,1.1174,-1.5549,2.03
7.140169,0.0012,0.8320,-1.2975,1.54
7.142627,-0.5353,0.5301,-1.0331,1.28
7.154039,-0.7448,0.3577,-0.7288,1.10
7.168619,-0.6814,0.3124,-0.4788,0.89
7.174476,-0.3767,0.2345,-0.3825,0.59
7.185617,-0.2434,0.1985,-0.2280,0.39
7.194233,0.0092,0.1233,-0.1754,0.21
7.203516,0.3092,0.0953,-0.4033,0.52
7.213928,0.8883,0.3240,-0.8484,1.27
7.233383,0.9032,0.5546,-1.4022,1.76
7.238013,0.9525,0.5210,-1.7697,2.08
7.242692,0.7233,0.4004,-1.9746,2.14
7.253343,0.1774,0.1786,-2.1724,2.19
7.263532,0.1693,0.3112,-2.3073,2.33
7.273600,0.2864,0.5663,-2.0802,2.17
7.285762,0.3084,0.9869,-0.8488,1.34
7.293464,0.3699,1.0910,0.2860,1.19
7.303728,0.6966,1.1420,0.8111,1.56
7.313523,1.2050,1.1979,0.4970,1.77
7.322994,1.6775,1.3961,-0.2029,2.19
7.335844,1.9980,1.6628,-0.8178,2.72
7.342653,2.1721,2.1393,-1.2267,3.29
7.354151,2.0886,2.1890,-1.1236,3.23
7.363277,1.5031,3.0766,-1.1903,3.63
7.373375,1.5863,3.3197,-1.0372,3.82
7.386317,1.8059,2.8667,-0.1871,3.39
7.393838,2.0173,1.9877,0.4653,2.87
7.403044,2.0282,1.2925,0.4423,2.45
7.412934,1.6081,0.9217,-0.0973,1.86
7.423126,0.9127,1.1757,-0.3402,1.53
7.436903,0.3931,1.4893,-0.4421,1.60
7.443241,-0.9353,1.9571,0.4801,2.22
7.453598,-1.1596,2.2243,0.5028,2.56
7.464323,-2.2427,2.2846,0.4142,3.23
7.473904,-2.4208,1.9237,0.4444,3.12
7.486103,-2.4029,1.6421,0.3182,2.93
7.492861,-2.3001,1.5288,0.5293,2.81
7.505259,-2.7111,1.3317,0.3941,3.05
7.512937,-2.8771,0.8756,-0.0132,3.01
7.523410,-3.2119,0.7737,0.1975,3.31
7.536317,-3.6457,0.6510,0.1092,3.70
7.543293,-2.4168,0.5840,0.7276,2.59
7.554687,-2.8226,0.5764,0.9100,3.02
7.562569,-1.9348,0.0783,-0.1775,1.94
7.573165,-2.8336,0.0609,-0.0431,2.83
7.586943,-3.9234,-0.6152,0.2349,3.98
7.592499,-2.6625,-0.9123,-0.4491,2.85
7.603058,-2.4793,-1.0933,-0.4312,2.74
7.612787,-1.4115,-1.3813,-0.2315,1.99
7.622676,-1.7415,-1.6020,-0.4194,2.40
7.636831,-2.4789,-1.9217,-0.6379,3.20
7.642394,-1.7379,-1.8881,-0.1218,2.57
7.652835,-2.4419,-2.2269,-0.1351,3.31
7.662976,-2.3057,-2.3983,-0.1248,3.33
7.672555,-2.2805,-1.9929,-0.1272,3.03
7.686840,-2.6077,-2.2131,-0.1077,3.42
7.694020,-2.6148,-2.0776,-0.0238,3.34
7.704637,-1.3927,-0.8436,0.8830,1.85
7.713367,-1.7707,-3.4263,-0.6962,3.92
7.722842,-1.4061,-2.5996,0.5099,3.00
7.737295,-1.7074,-2.0690,0.4925,2.73
7.743359,-1.5831,-2.0287,0.7136,2.67
7.754229,-1.3334,-2.0568,0.7185,2.55
7.762924,-0.8622,-2.1528,0.5749,2.39
7.773657,-0.3577,-2.2689,0.3442,2.32
7.786844,-0.3057,-1.8888,0.2607,1.93
7.792558,-0.4529,-2.1053,0.3612,2.18
7.804106,-0.3466,-2.1427,0.5260,2.23
7.813783,-0.9316,-2.0681,0.6946,2.37
7.823272,-1.1388,-2.2459,0.5734,2.58
7.837553,-0.9831,-2.3161,0.7937,2.64
7.843242,-0.5909,-2.1222,0.6921,2.31
7.854685,-0.2391,-2.0188,0.7656,2.17
7.863082,0.2032,-1.8623,0.6430,1.98
7.873651,0.6222,-1.3931,0.7182,1.69
7.882146,0.5613,-1.7044,0.7714,1.95
7.892802,0.4302,-1.6014,0.4374,1.71
7.904904,-0.0622,-1.5107,0.1209,1.52
7.913723,-0.1787,-1.6816,-0.3079,1.72
7.923778,-0.0040,-1.6221,-0.3926,1.67
7.932689,0.2967,-1.6171,-0.2916,1.67
7.943334,0.5970,-1.6290,-0.4377,1.79
7.954939,0.8727,-1.2998,-0.5031,1.64
7.963533,0.9499,-1.0640,-0.6402,1.56
7.973285,1.1099,-1.0623,-0.7910,1.73
7.983290,0.9703,-1.1530,-0.7449,1.68
7.994331,1.0515,-1.3091,-0.8107,1.86
8.004427,0.8751,-1.1850,-0.7635,1.66
8.013632,0.8110,-1.3259,-0.5435,1.65
8.022958,0.7114,-1.3641,-0.4039,1.59
8.032545,0.7227,-1.2833,-0.4333,1.54
8.042492,0.4912,-1.0172,-0.5455,1.25
8.054604,0.2226,-1.0336,-0.4210,1.14
8.062598,0.1110,-1.1114,0.0027,1.12
8.075956,0.5279,-0.8250,0.0157,0.98
8.083478,1.0174,-0.3960,-0.1253,1.10
8.093048,1.0564,0.0824,0.0319,1.06
8.104705,0.6231,0.1926,0.3100,0.72
8.114236,0.3128,0.1542,0.3385,0.49
8.123349,0.1804,0.1498,0.3067,0.39
8.133181,-0.0505,0.4904,0.3587,0.61
8.143736,-0.1883,0.2956,0.2976,0.46
8.155652,-0.2508,0.3428,0.3475,0.55
8.163677,-0.1648,0.3623,0.3020,0.50
8.173063,-0.1586,0.3418,0.2977,0.48
8.182776,0.2013,0.3254,-0.0630,0.39
8.192729,0.0737,0.1791,-0.0909,0.21
8.205340,0.0021,0.0684,-0.1281,0.15
8.212678,-0.1524,-0.0829,-0.2495,0.30
8.223891,-0.2866,-0.1057,-0.3261,0.45
8.234072,-0.3915,-0.0806,-0.0751,0.41
8.249563,-0.3408,-0.2838,-0.0908,0.45
8.257160,-0.0404,-0.1612,-0.0949,0.19
8.262956,0.1446,0.1150,-0.1303,0.23
8.273469,0.0476,0.0726,-0.1488,0.17
8.282260,0.1592,-0.0501,-0.1262,0.21
8.293311,0.0651,-0.1215,-0.1296,0.19
8.305592,0.0193,-0.2235,-0.3029,0.38
8.312585,-0.3293,-0.2047,-0.2982,0.49
8.324611,-0.4504,-0.1109,-0.2885,0.55
8.333193,-0.4030,0.1347,-0.1634,0.46
8.343313,-0.2929,0.2238,0.0527,0.37
8.357319,-0.2477,0.1344,0.1127,0.30
8.362909,-0.0668,-0.0261,-0.0338,0.08
8.374638,0.1163,0.0386,0.0776,0.15
8.383095,0.3818,0.0616,0.2576,0.46
8.393832,0.6470,0.0391,0.3562,0.74
8.409427,0.8139,0.3325,0.2966,0.93
8.412712,0.9512,0.7177,0.1603,1.20
8.423655,1.0014,0.7295,0.1241,1.25
8.433044,0.9877,0.7169,0.1160,1.23
8.442957,0.3715,0.7501,0.2296,0.87
8.456083,0.4092,0.3980,0.5127,0.77
8.463511,0.7736,0.3833,0.4726,0.98
8.473543,0.7586,0.3701,0.4638,0.96
8.482505,0.8348,0.4750,0.5861,1.13
8.494712,0.5028,0.2546,0.8404,1.01
8.506415,0.2613,-0.0761,0.7170,0.77
8.512973,0.1972,0.0466,0.3791,0.43
8.523916,0.2074,-0.0106,0.1081,0.23
8.533814,0.0673,-0.4235,0.1346,0.45
8.543391,-0.4118,-0.5741,-0.0259,0.71
8.556663,-0.6783,-0.5389,-0.1263,0.88
8.563328,-0.6908,-0.3704,0.2504,0.82
8.574215,-0.5501,-0.4284,0.7280,1.01
8.583198,0.1364,-0.3122,0.4214,0.54
8.594349,0.3216,-0.2302,0.4950,0.63
8.607925,0.3066,-0.4398,0.1534,0.56
8.613450,-0.1550,-0.1524,-0.2283,0.32
8.623962,-0.2646,0.2685,-0.4204,0.56
8.633190,-0.3016,-0.2065,0.4731,0.60
8.643748,-0.3317,-0.5130,0.7515,0.97
8.658199,-0.6338,-0.5863,0.3264,0.92
8.663335,-0.8434,-0.4468,0.2999,1.00
8.673717,-0.9361,-0.2260,0.3179,1.01
8.683780,-0.5266,0.0355,0.1665,0.55
8.693152,-0.4771,-0.0090,0.0530,0.48
8.707030,-0.7498,0.1254,-0.3717,0.85
8.713164,-0.6150,-0.3761,-0.1543,0.74
8.726113,-0.7958,-0.5244,-0.1408,0.96
8.733290,-0.7051,-0.7990,-0.4070,1.14
8.743496,-0.4282,-0.5935,-0.1302,0.74
8.758271,-0.3179,-0.3670,-0.3241,0.58
8.762707,-0.2418,-0.0840,-0.3537,0.44
8.774618,-0.3356,0.0380,-0.4727,0.58
8.783094,-0.2905,0.0005,-0.5850,0.65
8.792947,0.0017,-0.0744,-0.6019,0.61
8.807441,0.0206,0.0119,-0.7800,0.78
8.812976,0.0600,0.1169,-0.7919,0.80
8.824948,0.0950,-0.0389,-0.4775,0.49
8.833944,0.0133,-0.1313,0.1351,0.19
8.843675,-0.1447,-0.0985,0.1909,0.26
8.853388,-0.1273,-0.0273,0.1790,0.22
8.863501,-0.2393,-0.0137,-0.1228,0.27
8.874751,-0.5718,-0.0849,-0.1638,0.60
8.883230,-0.9629,-0.3769,-0.0378,1.03
8.895129,-0.8987,-0.7440,0.0471,1.17
8.902769,-0.7624,-0.8479,0.0428,1.14
8.913204,-0.7106,-0.6839,0.1995,1.01
8.924985,-0.7027,-0.6879,0.2919,1.03
8.934083,-0.6151,-0.5935,0.3062,0.91
8.943635,-0.3750,-0.4602,0.4821,0.76
8.953552,-0.0417,-0.4365,0.6381,0.77
8.963058,0.1414,-0.3671,0.8369,0.92
8.975169,0.2432,-0.1576,1.0305,1.07
8.983191,0.1856,-0.2543,0.9264,0.98
8.994299,0.1482,-0.0005,0.8124,0.83
9.002792,0.1147,0.2257,0.8607,0.90
9.013893,-0.0071,0.0573,0.8235,0.83
9.025332,0.3163,0.2380,0.9887,1.06
9.032979,0.6467,0.7659,1.2890,1.63
9.043312,1.0120,1.0994,1.5190,2.13
9.053947,1.2714,1.3052,1.3520,2.27
9.064444,1.1372,1.7079,1.3531,2.46
9.077077,0.9559,1.7500,0.9737,2.22
9.083046,0.7310,1.3589,0.4182,1.60
9.094599,0.5003,0.9094,0.4954,1.15
9.102659,0.4660,0.7790,-0.1654,0.92
9.113307,0.5905,0.7490,-0.4609,1.06
9.127220,0.7772,1.1597,-0.4368,1.46
9.133559,0.9675,1.5882,-0.9030,2.07
9.144515,0.3575,1.7146,-1.0748,2.05
9.153932,-0.1997,1.6805,-1.2704,2.12
9.163373,-0.8128,1.3774,-1.5093,2.20
9.175803,-1.3851,1.0303,-1.1836,2.09
9.183006,-1.9339,0.6941,-0.8935,2.24
9.196316,-2.5748,0.6641,-0.5947,2.72
9.202876,-2.8897,0.7646,-0.6068,3.05
9.214607,-2.7199,0.7252,-0.9482,2.97
9.225996,-2.0319,0.6524,-0.7704,2.27
9.233513,-2.5969,1.2678,-0.4247,2.92
9.253335,-2.8057,1.4554,0.0609,3.16
9.257248,-3.0624,1.4587,0.3237,3.41
9.262574,-2.9266,1.4690,0.5163,3.32
9.278795,-2.7668,1.5321,0.2561,3.17
9.283022,-2.7228,1.9949,0.5581,3.42
9.294037,-2.5348,2.5355,1.1512,3.77
9.302851,-2.0649,2.6152,1.3521,3.60
9.313803,-1.4363,2.8160,1.2654,3.40
9.327399,-0.2864,2.8751,1.2358,3.14
9.332631,1.3115,2.7777,0.5782,3.13
9.343562,2.4607,2.4550,-0.1535,3.48
9.353476,3.7330,2.0583,-0.8827,4.35
9.363725,3.4940,2.6277,0.2358,4.38
9.376852,3.3031,2.8705,0.9256,4.47
9.383838,3.4306,2.2791,-0.1692,4.12
9.394148,2.6520,1.7057,-2.3292,3.92
9.402797,1.6293,1.9220,-2.0823,3.27
9.414373,1.2106,1.7975,-1.1438,2.45
9.426818,0.7966,1.6201,-0.8961,2.02
9.432984,0.4821,1.7153,-0.6705,1.90
9.443754,-0.1153,1.3627,-0.5690,1.48
9.453140,-0.6753,0.6676,-0.6170,1.13
9.463046,-0.7181,0.3896,-0.5360,0.98
9.478815,-0.2740,0.1857,-0.4704,0.58
9.482616,0.0978,-0.0660,-0.2458,0.27
9.496551,0.3105,0.0661,0.5087,0.60
9.502784,0.3597,-0.0381,0.7487,0.83
9.513426,0.4508,-0.0295,0.4161,0.61
9.528750,0.2956,-0.1792,0.3244,0.47
9.533865,0.0008,-0.4887,0.3303,0.59
9.545931,-0.5140,-0.6126,0.2208,0.83
9.553870,-0.8462,-0.9854,0.1821,1.31
9.563363,-0.8270,-1.7787,-0.0739,1.96
9.576838,-0.6002,-2.1503,0.0324,2.23
9.583676,-0.4730,-2.0270,-0.1352,2.09
9.593755,-0.1277,-2.0968,-0.3181,2.12
9.603151,-0.2653,-2.0901,-0.3610,2.14
9.613377,-0.1414,-1.9380,-0.5361,2.02
9.627049,-0.1236,-1.8551,-0.4781,1.92
9.633856,-0.2969,-2.0668,-0.3634,2.12
9.643965,-0.0885,-2.3557,-0.1109,2.36
9.653806,0.0524,-2.2967,0.3799,2.33
9.662942,0.3659,-2.1120,0.6990,2.25
9.677055,0.8019,-1.8530,0.8675,2.20
9.683470,1.0067,-1.5015,1.3364,2.25
9.694925,1.0205,-1.1220,1.4793,2.12
9.703330,0.9792,-0.5935,1.7283,2.07
9.713532,0.9266,-0.3875,1.5353,1.83
9.722774,0.9498,-0.1233,1.2895,1.61
9.734240,0.8486,-0.1016,1.2230,1.49
9.744222,0.7097,-0.2999,1.0963,1.34
9.753154,0.7285,-0.5346,0.8899,1.27
9.764226,0.7661,-0.2515,1.0175,1.30
9.778032,0.7592,-0.3021,0.9974,1.29
9.783026,0.7482,-0.4694,0.8924,1.26
9.794325,0.9691,-0.4675,0.9969,1.47
9.803669,0.8289,-0.6049,0.8578,1.34
9.814256,0.7793,-0.5439,0.7214,1.19
9.823452,0.5630,-0.5457,0.6848,1.04
9.833007,0.4754,-0.6654,0.8166,1.16
9.845747,0.2873,-0.8595,1.1050,1.43
9.854006,0.2501,-0.8243,1.2654,1.53
9.864528,0.3846,-0.6296,1.0559,1.29
9.872896,0.4108,-0.6768,1.2407,1.47
9.883325,0.2000,-0.8502,0.8119,1.19
9.894765,-0.1771,-0.7648,0.4371,0.90
9.902752,-0.4420,-0.7919,-0.0774,0.91
9.914438,-0.8113,-0.6175,-0.4130,1.10
9.923105,-0.8774,-0.6831,-0.4837,1.21
9.932815,-0.8722,-0.6328,-0.5935,1.23
9.946530,-1.1344,-0.5548,-0.2727,1.29
9.953176,-0.8348,-0.7787,0.4645,1.23
9.967020,-1.2827,-0.5619,0.2897,1.43
9.972649,-1.3130,-0.5043,0.4104,1.47
9.983065,-1.1773,-0.7922,0.2519,1.44
9.994815,-0.9812,-0.5819,0.5225,1.25
10.003034,-0.7176,-0.5112,0.6216,1.08
10.013954,-0.3945,-0.7147,0.6696,1.06
10.022966,-0.2401,-0.4616,0.2451,0.58
10.033576,0.0329,0.0070,-0.1982,0.20
10.045034,-0.4532,0.2306,-0.3113,0.60
10.052914,-1.3307,0.7490,-0.1660,1.54
10.064547,-2.1215,0.6923,-0.0282,2.23
10.073663,-2.5981,0.9396,-0.0051,2.76
10.083696,-2.5457,0.7642,0.1228,2.66
10.096806,-2.1979,0.4607,0.1169,2.25
10.103801,-0.9067,0.5655,-0.0064,1.07
10.114268,-0.0542,1.2353,-0.1244,1.24
10.122517,0.4031,2.2019,0.0956,2.24
10.133382,0.7774,2.1346,0.0039,2.27
10.145945,0.7415,0.8287,-0.1497,1.12
10.153163,0.4889,-0.2582,0.0159,0.55
10.165028,0.0419,-0.5772,0.0800,0.58
10.173393,0.2180,-0.6164,1.1223,1.30
10.182978,0.0405,-0.2872,0.5115,0.59
10.195556,0.8517,0.4972,1.0696,1.45
10.202923,1.3211,2.0413,1.4951,2.85
10.213521,1.1047,3.9480,-0.0670,4.10
10.223388,1.5084,3.9137,0.0279,4.19
10.232850,1.8430,2.7576,0.7515,3.40
10.245888,1.1902,2.3544,0.5545,2.70
10.253889,0.9296,3.2442,1.1558,3.57
10.265367,0.3846,3.3371,0.2485,3.37
10.273977,-0.0340,2.2156,-1.0219,2.44
10.283602,-0.7175,0.2788,-1.7467,1.91
10.297467,-1.2757,-1.5388,-1.1645,2.31
10.304590,-1.4239,-2.1448,-0.1689,2.58
10.313161,-1.1986,-2.4121,0.3457,2.72
10.323022,-0.9565,-2.0690,0.8695,2.44
10.333441,-0.9958,-1.5774,1.0712,2.15
10.347913,-1.1153,-1.1680,0.6001,1.72
10.353218,-0.9480,-1.0904,0.4744,1.52
10.364696,-0.9407,-1.0113,0.3290,1.42
10.373259,-0.6072,-0.6916,0.8451,1.25
10.383615,-0.1592,-0.2997,1.2500,1.30
10.399285,0.5289,-0.1885,0.9898,1.14
10.402488,0.8428,-0.1940,0.7199,1.13
10.413413,0.8390,0.3294,0.5952,1.08
10.423570,0.4914,1.0607,0.7509,1.39
10.435827,-0.1682,1.5401,0.5584,1.65
10.448541,-0.8940,1.8074,0.7107,2.14
10.453485,-0.9520,1.4919,0.4814,1.83
10.463566,-1.7041,1.4402,0.4981,2.29
10.473419,-1.4821,0.6486,0.5966,1.72
10.483226,-2.2405,0.7456,0.7468,2.48
10.496766,-2.1733,0.5845,1.1386,2.52
10.502730,-2.0533,0.0061,1.2710,2.41
10.514216,-1.8932,-0.3188,1.5484,2.47
10.523021,-2.0032,-0.5466,1.3012,2.45
10.534073,-2.3794,-0.5315,0.9132,2.60
10.547467,-2.4431,-0.4884,0.4887,2.54
10.552911,-2.5181,-0.3641,0.1916,2.55
10.564797,-2.3838,-0.1993,-0.0139,2.39
10.573646,-2.1286,0.0136,0.0018,2.13
10.583296,-2.0913,0.3939,-0.0386,2.13
10.597184,-1.5608,0.6624,-0.0111,1.70
10.602769,-1.3810,0.7085,-0.4236,1.61
10.614472,-1.6723,0.6022,-0.6354,1.89
10.622355,-2.1347,0.1959,-0.6593,2.24
10.634225,-2.1278,-0.6739,-0.6999,2.34
10.643254,-2.1056,-1.5902,-0.7905,2.75
10.653098,-1.9013,-2.2071,-1.0114,3.08
10.664616,-2.0136,-2.1055,-0.7077,3.00
10.672708,-0.3765,-2.3968,-0.5440,2.49
10.685600,-1.8436,-2.0286,-0.6823,2.82
10.697816,-1.4111,-1.6530,-0.1048,2.18
10.703722,1.4745,-2.8453,0.0272,3.20
10.714340,-0.4274,-2.9691,-1.0962,3.19
10.723356,-0.9171,-2.4622,-0.3814,2.66
10.733735,-0.9810,-0.7928,-0.4642,1.34
10.742524,-0.6288,-0.4134,-0.1447,0.77
10.754376,-0.8686,-0.5301,-0.1960,1.04
10.764521,-1.0293,-0.4662,-0.2545,1.16
10.772654,-1.3783,-0.5117,-0.0265,1.47
10.783561,-1.4757,-0.5761,-0.0013,1.58
10.793880,-1.2597,-0.5896,-0.1368,1.40
10.802845,-1.2944,-0.5254,-0.1898,1.41
10.814744,-1.0624,-0.4697,-0.3181,1.20
10.823525,-0.8161,-0.2429,-0.3981,0.94
10.834110,-0.8616,-0.2740,-0.4217,1.00
10.842750,-0.2930,0.3237,-0.1647,0.47
10.854151,-0.4648,0.4386,-0.1495,0.66
10.865098,-0.9982,0.6237,-0.1875,1.19
